"date","username","product","sku","model","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","exceeds_quota","total_monthly_quota","organization","cost_center_name","total_input_tokens","total_output_tokens","total_cache_creation_tokens","total_cache_read_tokens"
"2026-02-19","glorialangreo","copilot","copilot_premium_request","GPT-5.3-Codex","40","requests","0.04","1.6000000000000008","1.6000000000000008","0","False","1000","github","","1230840","32075","0","3884416"
"2026-02-20","arilivigni","copilot","copilot_premium_request","Claude Opus 4.6","3","requests","0.04","0.12","0.12","0","False","1000","ghlearn-universe","cc_with_org_with_repo_usage","1226","715","24316","0"
"2026-02-20","KittyChiu","copilot","copilot_premium_request","Claude Opus 4.6","42","requests","0.04","1.6800000000000006","1.6800000000000006","0","False","1000","avocadosmash","","2075","2738","200897","141853"
"2026-02-20","some-natalie","copilot","copilot_premium_request","Claude Sonnet 4.5","1","requests","0.04","0.04","0.04","0","False","1000","larger-runner-demo","","1768","77","0","0"
"2026-02-20","KittyChiu","copilot","copilot_premium_request","Claude Sonnet 4.5","11","requests","0.04","0.43999999999999995","0.43999999999999995","0","False","1000","avocadosmash","","242332","1518","39147","104392"
"2026-02-20","LindseyB","copilot","copilot_premium_request","Claude Sonnet 4.5","6","requests","0.04","0.24000000000000002","0.24000000000000002","0","False","1000","evil-copilot-avocado","","38","9987","49120","128614"
"2026-02-20","KittyChiu","copilot","copilot_premium_request","Claude Sonnet 4.6","2","requests","0.04","0.08","0.08","0","False","1000","avocadosmash","","36583","631","0","0"
"2026-02-20","LindseyB","copilot","copilot_premium_request","GPT-5.2","17","requests","0.04","0.68","0.68","0","False","1000","evil-copilot-avocado","","151792","12457","0","578176"
"2026-02-20","KittyChiu","copilot","copilot_premium_request","GPT-5.2","6","requests","0.04","0.24000000000000002","0.24000000000000002","0","False","1000","avocadosmash","","137469","4844","0","298496"
"2026-02-20","glorialangreo","copilot","copilot_premium_request","GPT-5.3-Codex","61","requests","0.04","2.4400000000000013","2.4400000000000013","0","False","1000","github","","3443937","35569","0","3340928"
"2026-02-23","arilivigni","copilot","copilot_premium_request","Claude Opus 4.6","9","requests","0.04","0.36","0.36","0","False","1000","ghlearn-universe","cc_with_org_with_repo_usage","6","758","72946","0"
"2026-02-23","LindseyB","copilot","copilot_premium_request","Claude Sonnet 4.5","3","requests","0.04","0.12","0.12","0","False","1000","evil-copilot-avocado","","21","1333","104550","83883"
"2026-02-23","KittyChiu","copilot","copilot_premium_request","Claude Sonnet 4.6","2","requests","0.04","0.08","0.08","0","False","1000","avocadosmash","","36583","579","0","0"
"2026-02-23","kathleenqin","copilot","copilot_premium_request","GPT-5.2","4","requests","0.04","0.16","0.16","0","False","1000","github","[org team] cost-center-automation/the-a-team","32096","1630","0","34816"
"2026-02-23","optimisticjc","copilot","copilot_premium_request","GPT-5.2","1","requests","0.04","0.04","0.04","0","False","1000","optimisticjc-ceviche","","11290","919","0","0"
"2026-02-23","KittyChiu","copilot","copilot_premium_request","GPT-5.2","5","requests","0.04","0.2","0.2","0","False","1000","avocadosmash","","107212","2051","0","145152"
"2026-02-23","LindseyB","copilot","copilot_premium_request","GPT-5.2","8","requests","0.04","0.32","0.32","0","False","1000","evil-copilot-avocado","","48176","7810","0","134784"
"2026-02-24","arilivigni","copilot","copilot_premium_request","Auto: Claude Haiku 4.5","0.3","requests","0.04","0.012","0.012","0","False","1000","ghlearn-universe","cc_with_org_with_repo_usage","0","651","0","0"
"2026-02-24","KittyChiu","copilot","copilot_premium_request","Claude Opus 4.6","33","requests","0.04","1.3200000000000003","1.3200000000000003","0","False","1000","avocadosmash","","22","8096","382984","194751"
"2026-02-24","raffertyuy","copilot","copilot_premium_request","Claude Sonnet 4.5","4","requests","0.04","0.16","0.16","0","False","300","raztype-avocado","","12","14309","43060","3689"
"2026-02-24","LindseyB","copilot","copilot_premium_request","Claude Sonnet 4.5","13","requests","0.04","0.5199999999999999","0.5199999999999999","0","False","1000","evil-copilot-avocado","","36","16312","185771","413945"
"2026-02-24","KittyChiu","copilot","copilot_premium_request","Claude Sonnet 4.6","2","requests","0.04","0.08","0.08","0","False","1000","avocadosmash","","36583","704","0","0"
"2026-02-24","LindseyB","copilot","copilot_premium_request","GPT-5.2","2","requests","0.04","0.08","0.08","0","False","1000","evil-copilot-avocado","","9738","1101","0","13568"
"2026-02-24","optimisticjc","copilot","copilot_premium_request","GPT-5.2","4","requests","0.04","0.16","0.16","0","False","1000","optimisticjc-ceviche","","41869","3167","0","26496"
"2026-02-24","aleah","copilot","copilot_premium_request","GPT-5.2","1","requests","0.04","0.04","0.04","0","False","1000","avocado-growth","","8487","169","0","0"
"2026-02-24","kathleenqin","copilot","copilot_premium_request","GPT-5.2","9","requests","0.04","0.36","0.36","0","False","1000","github","[org team] cost-center-automation/the-a-team","142645","3082","0","20992"
"2026-02-24","arilivigni","copilot","copilot_premium_request","GPT-5.3-Codex","1","requests","0.04","0.04","0.04","0","False","1000","ghlearn-universe","cc_with_org_with_repo_usage","3646","613","0","0"
"2026-02-25","KittyChiu","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","0.9","requests","0.04","0.036","0.036","0","False","1000","avocadosmash","","0","204","0","0"
"2026-02-25","some-natalie","copilot","copilot_premium_request","Claude Opus 4.5","21","requests","0.04","0.84","0.84","0","False","1000","larger-runner-demo","","24038","3258","0","0"
"2026-02-25","KittyChiu","copilot","copilot_premium_request","Claude Opus 4.6","18","requests","0.04","0.72","0.72","0","False","1000","avocadosmash","","12","1902","327844","94137"
"2026-02-25","KittyChiu","copilot","copilot_premium_request","Claude Sonnet 4.6","2","requests","0.04","0.08","0.08","0","False","1000","avocadosmash","","36583","607","0","0"
"2026-02-25","kathleenqin","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","1000","github","[org team] cost-center-automation/the-a-team","3133","976","0","3456"
"2026-02-25","aleah","copilot","copilot_premium_request","GPT-5.2","2","requests","0.04","0.08","0.08","0","False","1000","avocado-growth","","4425","614","0","16896"
"2026-02-25","LindseyB","copilot","copilot_premium_request","GPT-5.2","7","requests","0.04","0.28","0.28","0","False","1000","evil-copilot-avocado","","53383","3890","0","47488"
"2026-02-25","kathleenqin","copilot","copilot_premium_request","GPT-5.2","13","requests","0.04","0.5199999999999999","0.5199999999999999","0","False","1000","github","[org team] cost-center-automation/the-a-team","167191","3448","0","181376"
"2026-02-26","arilivigni","copilot","copilot_premium_request","Claude Opus 4.6","9","requests","0.04","0.36","0.36","0","False","1000","ghlearn-universe","cc_with_org_with_repo_usage","91784","0","0","0"
"2026-02-26","mouismail","copilot","copilot_premium_request","Claude Sonnet 4.5","3","requests","0.04","0.12","0.12","0","False","1000","mouismail-avocado","","65416","452","0","15651"
"2026-02-26","dandy-feller","copilot","copilot_premium_request","Claude Sonnet 4.6","6","requests","0.04","0.24000000000000002","0.24000000000000002","0","False","300","dandy-feller-bento","","152374","1532","0","40057"
"2026-02-26","kathleenqin","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","1000","github","[org team] cost-center-automation/the-a-team","5744","1410","0","3456"
"2026-02-26","isaacmbrown","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","1000","imb-ent-test-org","","7116","1246","0","3456"
"2026-02-26","arilivigni","copilot","copilot_premium_request","Code Review model","2","requests","0.04","0.08","0.08","0","False","1000","ghlearn-universe","cc_with_org_with_repo_usage","5380","690","0","11136"
"2026-02-26","KittyChiu","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","1000","avocadosmash","","8808","1522","0","3456"
"2026-02-26","kathleenqin","copilot","copilot_premium_request","GPT-5.2","18","requests","0.04","0.7200000000000001","0.7200000000000001","0","False","1000","github","[org team] cost-center-automation/the-a-team","347048","10980","0","269952"
"2026-02-26","optimisticjc","copilot","copilot_premium_request","GPT-5.2","2","requests","0.04","0.08","0.08","0","False","1000","optimisticjc-ceviche","","12957","1327","0","25344"
"2026-02-26","LindseyB","copilot","copilot_premium_request","GPT-5.2","6","requests","0.04","0.24000000000000002","0.24000000000000002","0","False","1000","evil-copilot-avocado","","89010","8021","0","124800"
"2026-02-26","isaacmbrown","copilot","copilot_premium_request","GPT-5.2","15","requests","0.04","0.6","0.6","0","False","1000","imb-ent-test-org","","83414","2656","0","211712"
"2026-02-26","aleah","copilot","copilot_premium_request","GPT-5.2","12","requests","0.04","0.4799999999999999","0.4799999999999999","0","False","1000","avocado-growth","","38607","3833","0","90496"
"2026-02-26","some-natalie","copilot","copilot_premium_request","GPT-5.2-Codex","1","requests","0.04","0.04","0.04","0","False","1000","larger-runner-demo","","4964","127","0","0"
"2026-02-26","KittyChiu","copilot","copilot_premium_request","GPT-5.3-Codex","9","requests","0.04","0.36","0.36","0","False","1000","avocadosmash","","43885","4546","0","187392"
"2026-02-27","mouismail","copilot","copilot_premium_request","Claude Haiku 4.5","0.99","requests","0.04","0.039599999999999996","0.039599999999999996","0","False","1000","mouismail-avocado","","221","8927","81829","5217"
"2026-02-27","arilivigni","copilot","copilot_premium_request","Claude Opus 4.6","21","requests","0.04","0.84","0.84","0","False","1000","ghlearn-universe","cc_with_org_with_repo_usage","8","3359","110612","28504"
"2026-02-27","KittyChiu","copilot","copilot_premium_request","Claude Opus 4.6","3","requests","0.04","0.12","0.12","0","False","1000","avocadosmash","","2","561","12559","0"
"2026-02-27","mouismail","copilot","copilot_premium_request","Claude Sonnet 4.5","1","requests","0.04","0.04","0.04","0","False","1000","mouismail-avocado","","5797","111","0","3597"
"2026-02-27","kathleenqin","copilot","copilot_premium_request","Code Review model","1","requests","0.04","0.04","0.04","0","False","1000","github","[org team] cost-center-automation/the-a-team","2884","1140","0","3456"
"2026-02-27","aleah","copilot","copilot_premium_request","GPT-5.2","7","requests","0.04","0.28","0.28","0","False","1000","avocado-growth","","31233","2666","0","61696"
"2026-02-27","kathleenqin","copilot","copilot_premium_request","GPT-5.2","2","requests","0.04","0.08","0.08","0","False","1000","github","[org team] cost-center-automation/the-a-team","34252","619","0","3840"
"2026-02-27","LindseyB","copilot","copilot_premium_request","GPT-5.2","4","requests","0.04","0.16","0.16","0","False","1000","evil-copilot-avocado","","42666","3539","0","26624"
"2026-02-27","mouismail","copilot","copilot_premium_request","GPT-5.2-Codex","2","requests","0.04","0.08","0.08","0","False","1000","mouismail-avocado","","21225","275","0","5376"
"2026-02-27","arilivigni","copilot","copilot_premium_request","GPT-5.3-Codex","7","requests","0.04","0.28","0.28","0","False","1000","ghlearn-universe","cc_with_org_with_repo_usage","129678","2001","0","32640"
"2026-02-28","LindseyB","copilot","copilot_premium_request","GPT-5.2","2","requests","0.04","0.08","0.08","0","False","1000","evil-copilot-avocado","","11239","905","0","11648"
